# Wavelength	Spectral Flux Density
# (nm)		(W/m^2/nm)
1551.000000	0.27075
1552.000000	0.274
1553.000000	0.2709
1554.000000	0.26495
1555.000000	0.26712
1556.000000	0.26292
1557.000000	0.27013
1558.000000	0.26805
1559.000000	0.2678
1560.000000	0.26546
1561.000000	0.26968
1562.000000	0.26833
1563.000000	0.26688
1564.000000	0.26307
1565.000000	0.26682
1566.000000	0.26262
1567.000000	0.26352
1568.000000	0.26042
1569.000000	0.26275
1570.000000	0.26068
1571.000000	0.26668
1572.000000	0.26694
1573.000000	0.26344
1574.000000	0.26221
1575.000000	0.24738
1576.000000	0.26031
1577.000000	0.2369
1578.000000	0.25723
1579.000000	0.26167
1580.000000	0.26381
1581.000000	0.26483
1582.000000	0.25412
1583.000000	0.25771
1584.000000	0.25449
1585.000000	0.26198
1586.000000	0.25817
1587.000000	0.25492
1588.000000	0.25048
1589.000000	0.23152
1590.000000	0.24154
1591.000000	0.24132
1592.000000	0.25286
1593.000000	0.25751
1594.000000	0.25643
1595.000000	0.25765
1596.000000	0.24452
1597.000000	0.24854
1598.000000	0.25629
1599.000000	0.24977
1600.000000	0.25259
1601.000000	0.24494
1602.000000	0.24857
1603.000000	0.24901
1604.000000	0.25002
1605.000000	0.24703
1606.000000	0.24748
1607.000000	0.24544
1608.000000	0.24999
1609.000000	0.24858
1610.000000	0.23312
1611.000000	0.24078
1612.000000	0.24125
1613.000000	0.24581
1614.000000	0.2435
1615.000000	0.24434
1616.000000	0.23248
1617.000000	0.23644
1618.000000	0.24415
1619.000000	0.24224
1620.000000	0.23407
1621.000000	0.23386
1622.000000	0.23702
1623.000000	0.24166
1624.000000	0.2424
1625.000000	0.23746
1626.000000	0.23958
1627.000000	0.24037
1628.000000	0.24149
1629.000000	0.24111
1630.000000	0.23655
1631.000000	0.23932
1632.000000	0.23884
1633.000000	0.23585
1634.000000	0.23276
1635.000000	0.23735
1636.000000	0.23676
1637.000000	0.22747
1638.000000	0.22708
1639.000000	0.22205
1640.000000	0.22571
1641.000000	0.22393
1642.000000	0.22402
1643.000000	0.22879
1644.000000	0.22572
1645.000000	0.22512
1646.000000	0.22899
1647.000000	0.2291
1648.000000	0.22898
1649.000000	0.22354
1650.000000	0.2284
1651.000000	0.22369
1652.000000	0.22802
1653.000000	0.22533
1654.000000	0.22654
1655.000000	0.2239
1656.000000	0.22607
1657.000000	0.22564
1658.000000	0.22532
1659.000000	0.22221
1660.000000	0.22412
1661.000000	0.22543
1662.000000	0.22421
1663.000000	0.22265
1664.000000	0.22252
1665.000000	0.22137
1666.000000	0.21853
1667.000000	0.22016
1668.000000	0.21617
1669.000000	0.21809
1670.000000	0.22208
1671.000000	0.22096
1672.000000	0.2121
1673.000000	0.21606
1674.000000	0.21907
1675.000000	0.21621
1676.000000	0.21319
1677.000000	0.21548
1678.000000	0.21585
1679.000000	0.21295
1680.000000	0.20641
1681.000000	0.19848
1682.000000	0.20341
1683.000000	0.20893
1684.000000	0.21198
1685.000000	0.21306
1686.000000	0.21026
1687.000000	0.21123
1688.000000	0.21081
1689.000000	0.20805
1690.000000	0.20845
1691.000000	0.21203
1692.000000	0.21211
1693.000000	0.21122
1694.000000	0.21068
1695.000000	0.21055
1696.000000	0.20962
1697.000000	0.2085
1698.000000	0.20879
1699.000000	0.20804
1700.000000	0.20539
1702.000000	0.2052
1705.000000	0.20428
1710.000000	0.19894
1715.000000	0.20189
1720.000000	0.19799
1725.000000	0.19688
1730.000000	0.19309
1735.000000	0.182
1740.000000	0.19001
1745.000000	0.18624
1750.000000	0.18518
1755.000000	0.18509
1760.000000	0.18243
1765.000000	0.18143
1770.000000	0.17969
1775.000000	0.176
1780.000000	0.17553
1785.000000	0.17411
1790.000000	0.17371
1795.000000	0.17102
1800.000000	0.168
1805.000000	0.16884
1810.000000	0.16859
1815.000000	0.155
1820.000000	0.16
1825.000000	0.16257
1830.000000	0.15921
1835.000000	0.1576
1840.000000	0.15552
1845.000000	0.15288
1850.000000	0.15337
1855.000000	0.15126
1860.000000	0.14933
1865.000000	0.1471
1870.000000	0.14565
1875.000000	0.13231
1880.000000	0.14667
1885.000000	0.14573
1890.000000	0.14041
1895.000000	0.13842
1900.000000	0.14041
1905.000000	0.13904
1910.000000	0.13654
1915.000000	0.13611
1920.000000	0.13463
1925.000000	0.13447
1930.000000	0.13145
1935.000000	0.13243
1940.000000	0.1295
1945.000000	0.1195
1950.000000	0.12627
1955.000000	0.12833
1960.000000	0.1261
1965.000000	0.12291
1970.000000	0.12375
1975.000000	0.1215
1980.000000	0.11968
1985.000000	0.11902
1990.000000	0.11977
1995.000000	0.11684
2000.000000	0.11673
2005.000000	0.11501
2010.000000	0.11512
2015.000000	0.11399
2020.000000	0.11192
2025.000000	0.11176
2030.000000	0.10969
2035.000000	0.10915
2040.000000	0.1072
2045.000000	0.10756
2050.000000	0.10592
2055.000000	0.10471
2060.000000	0.1032
2065.000000	0.10182
2070.000000	0.10095
2075.000000	0.10095
2080.000000	0.09933
2085.000000	0.0983
2090.000000	0.09754
2095.000000	0.09599
2100.000000	0.09624
2105.000000	0.09575
2110.000000	0.09463
2115.000000	0.09385
2120.000000	0.09314
2125.000000	0.09218
2130.000000	0.09238
2135.000000	0.09112
2140.000000	0.09105
2145.000000	0.08994
2150.000000	0.08971
2155.000000	0.08888
2160.000000	0.08789
2165.000000	0.082
2170.000000	0.08537
2175.000000	0.08576
2180.000000	0.08464
2185.000000	0.08468
2190.000000	0.08314
2195.000000	0.08347
2200.000000	0.08279
2205.000000	0.0809
2210.000000	0.08081
2215.000000	0.08041
2220.000000	0.07999
2225.000000	0.07884
2230.000000	0.0784
2235.000000	0.07793
2240.000000	0.07651
2245.000000	0.07625
2250.000000	0.07537
2255.000000	0.07434
2260.000000	0.07409
2265.000000	0.07328
2270.000000	0.0731
2275.000000	0.07263
2280.000000	0.07139
2285.000000	0.07138
2290.000000	0.07119
2295.000000	0.0693
2300.000000	0.06964
2305.000000	0.0694
2310.000000	0.0689
2315.000000	0.06815
2320.000000	0.06763
2325.000000	0.06556
2330.000000	0.06622
2335.000000	0.06572
2340.000000	0.06522
2345.000000	0.0651
2350.000000	0.06434
2355.000000	0.0626
2360.000000	0.06307
2365.000000	0.06301
2370.000000	0.06239
2375.000000	0.06141
2380.000000	0.06181
2385.000000	0.05913
2390.000000	0.06036
2395.000000	0.06007
2400.000000	0.05974
2405.000000	0.05944
2410.000000	0.05915
2415.000000	0.05698
2420.000000	0.05782
2425.000000	0.05733
2430.000000	0.05719
2435.000000	0.05647
2440.000000	0.05627
2445.000000	0.05556
2450.000000	0.05459
2455.000000	0.05416
2460.000000	0.05451
2465.000000	0.0543
2470.000000	0.0534
2475.000000	0.05337
2480.000000	0.0521
2485.000000	0.05177
2490.000000	0.05222
2495.000000	0.04889
2500.000000	0.05138
2505.000000	0.05082
2510.000000	0.0496
2515.000000	0.04876
2520.000000	0.04814
2525.000000	0.04765
2530.000000	0.0477
2535.000000	0.04712
2540.000000	0.04677
2545.000000	0.04661
2550.000000	0.04626
2555.000000	0.04593
2560.000000	0.0454
2565.000000	0.04516
2570.000000	0.04485
2575.000000	0.04448
2580.000000	0.0441
2585.000000	0.04327
2590.000000	0.04341
2595.000000	0.04304
2600.000000	0.04291
2605.000000	0.0428
2610.000000	0.0425
2615.000000	0.04228
2620.000000	0.0419
2625.000000	0.04058
2630.000000	0.04116
2635.000000	0.04096
2640.000000	0.04022
2645.000000	0.04018
2650.000000	0.03996
2655.000000	0.03959
2660.000000	0.03948
2665.000000	0.03895
2670.000000	0.0391
2675.000000	0.03861
2680.000000	0.03843
2685.000000	0.03816
2690.000000	0.03779
2695.000000	0.03746
2700.000000	0.03712
2705.000000	0.03693
2710.000000	0.03668
2715.000000	0.03656
2720.000000	0.03638
2725.000000	0.03613
2730.000000	0.03601
2735.000000	0.03574
2740.000000	0.03553
2745.000000	0.03538
2750.000000	0.03518
2755.000000	0.03486
2760.000000	0.03455
2765.000000	0.0344
2770.000000	0.03426
2775.000000	0.03393
2780.000000	0.03364
2785.000000	0.03342
2790.000000	0.0332
2795.000000	0.03293
2800.000000	0.03276
2805.000000	0.03253
2810.000000	0.03242
2815.000000	0.03226
2820.000000	0.03206
2825.000000	0.03184
2830.000000	0.0317
2835.000000	0.03145
2840.000000	0.03118
2845.000000	0.03095
2850.000000	0.03068
2855.000000	0.03043
2860.000000	0.03016
2865.000000	0.02996
2870.000000	0.0296
2875.000000	0.0294
2880.000000	0.0294
2885.000000	0.02922
2890.000000	0.02907
2895.000000	0.02896
2900.000000	0.02881
2905.000000	0.02867
2910.000000	0.0285
2915.000000	0.02822
2920.000000	0.02804
2925.000000	0.02778
2930.000000	0.02757
2935.000000	0.02733
2940.000000	0.02714
2945.000000	0.02684
2950.000000	0.02668
2955.000000	0.02656
2960.000000	0.02638
2965.000000	0.02626
2970.000000	0.02612
2975.000000	0.02601
2980.000000	0.0258
2985.000000	0.02569
2990.000000	0.02554
2995.000000	0.0254
3000.000000	0.02525
3005.000000	0.02512
3010.000000	0.02498
3015.000000	0.02486
3020.000000	0.02466
3025.000000	0.02454
3030.000000	0.02442
3035.000000	0.02421
3040.000000	0.02393
3045.000000	0.02402
3050.000000	0.02395
3055.000000	0.02386
3060.000000	0.02376
3065.000000	0.02354
3070.000000	0.02344
3075.000000	0.02335
3080.000000	0.02315
3085.000000	0.02295
3090.000000	0.0228
3095.000000	0.02263
3100.000000	0.02243
3105.000000	0.02228
3110.000000	0.02211
3115.000000	0.02177
3120.000000	0.02174
3125.000000	0.02158
3130.000000	0.02145
3135.000000	0.02136
3140.000000	0.02118
3145.000000	0.02107
3150.000000	0.02088
3155.000000	0.02083
3160.000000	0.02073
3165.000000	0.02066
3170.000000	0.02052
3175.000000	0.02047
3180.000000	0.02032
3185.000000	0.02024
3190.000000	0.02019
3195.000000	0.02008
3200.000000	0.01994
3205.000000	0.01986
3210.000000	0.01976
3215.000000	0.01962
3220.000000	0.01954
3225.000000	0.01942
3230.000000	0.01938
3235.000000	0.01926
3240.000000	0.01921
3245.000000	0.0191
3250.000000	0.01909
3255.000000	0.0189
3260.000000	0.0188
3265.000000	0.0187
3270.000000	0.0186
3275.000000	0.01848
3280.000000	0.01837
3285.000000	0.01832
3290.000000	0.01826
3295.000000	0.01803
3300.000000	0.01792
3305.000000	0.01786
3310.000000	0.0177
3315.000000	0.0176
3320.000000	0.0173
3325.000000	0.01728
3330.000000	0.01713
3335.000000	0.01703
3340.000000	0.01685
3345.000000	0.01678
3350.000000	0.0166
3355.000000	0.0165
3360.000000	0.01636
3365.000000	0.01629
3370.000000	0.01618
3375.000000	0.01611
3380.000000	0.01601
3385.000000	0.01598
3390.000000	0.0159
3395.000000	0.0158
3400.000000	0.01564
3405.000000	0.01565
3410.000000	0.01554
3415.000000	0.01547
3420.000000	0.01543
3425.000000	0.01532
3430.000000	0.01522
3435.000000	0.01515
3440.000000	0.01505
3445.000000	0.01502
3450.000000	0.01492
3455.000000	0.01488
3460.000000	0.0148
3465.000000	0.01476
3470.000000	0.01466
3475.000000	0.01456
3480.000000	0.01448
3485.000000	0.01445
3490.000000	0.01436
3495.000000	0.01432
3500.000000	0.01423
3505.000000	0.01415
3510.000000	0.01405
3515.000000	0.01402
3520.000000	0.01393
3525.000000	0.01389
3530.000000	0.0138
3535.000000	0.01376
3540.000000	0.01367
3545.000000	0.01366
3550.000000	0.01357
3555.000000	0.01345
3560.000000	0.01336
3565.000000	0.01336
3570.000000	0.01325
3575.000000	0.01318
3580.000000	0.01308
3585.000000	0.01305
3590.000000	0.01298
3595.000000	0.01294
3600.000000	0.01285
3605.000000	0.01283
3610.000000	0.01274
3615.000000	0.01272
3620.000000	0.01264
3625.000000	0.01261
3630.000000	0.01251
3635.000000	0.01249
3640.000000	0.0124
3645.000000	0.01236
3650.000000	0.01228
3655.000000	0.01222
3660.000000	0.01215
3665.000000	0.01215
3670.000000	0.01204
3675.000000	0.01203
3680.000000	0.01189
3685.000000	0.01183
3690.000000	0.01177
3695.000000	0.01172
3700.000000	0.01155
3705.000000	0.0116
3710.000000	0.01151
3715.000000	0.0115
3720.000000	0.01144
3725.000000	0.01143
3730.000000	0.01134
3735.000000	0.01128
3740.000000	0.01108
3745.000000	0.01108
3750.000000	0.01104
3755.000000	0.011
3760.000000	0.01094
3765.000000	0.01093
3770.000000	0.01086
3775.000000	0.0108
3780.000000	0.01074
3785.000000	0.01073
3790.000000	0.01063
3795.000000	0.01062
3800.000000	0.01053
3805.000000	0.01053
3810.000000	0.01043
3815.000000	0.01041
3820.000000	0.01034
3825.000000	0.01033
3830.000000	0.01025
3835.000000	0.01021
3840.000000	0.01015
3845.000000	0.01013
3850.000000	0.01005
3855.000000	0.01003
3860.000000	0.00994
3865.000000	0.00991
3870.000000	0.00983
3875.000000	0.00983
3880.000000	0.00975
3885.000000	0.0097
3890.000000	0.00971
3895.000000	0.00962
3900.000000	0.0096
3905.000000	0.00959
3910.000000	0.00952
3915.000000	0.0095
3920.000000	0.00941
3925.000000	0.0094
3930.000000	0.00932
3935.000000	0.0093
3940.000000	0.00923
3945.000000	0.0092
3950.000000	0.00911
3955.000000	0.00908
3960.000000	0.00902
3965.000000	0.00901
3970.000000	0.00893
3975.000000	0.00891
3980.000000	0.00884
3985.000000	0.0088
3990.000000	0.00878
3995.000000	0.0087
4000.000000	0.00868
